trade_date,contract,close,source
2025-01-28,ZQV27,96.1300,yahoo
2025-01-28,ZQX26,96.1450,yahoo
2025-01-28,ZQX27,96.1100,yahoo
2025-01-28,ZQZ26,96.3650,yahoo
2025-01-28,ZQZ27,96.0900,yahoo
2025-01-29,ZQF27,96.3350,yahoo
2025-01-29,ZQF28,96.0600,yahoo
2025-01-29,ZQG27,96.3200,yahoo
2025-01-29,ZQG28,96.0450,yahoo
2025-01-29,ZQH27,96.3050,yahoo
2025-01-29,ZQJ27,96.2650,yahoo
2025-01-29,ZQK27,96.2400,yahoo
2025-01-29,ZQM27,96.2200,yahoo
2025-01-29,ZQN27,96.2000,yahoo
2025-01-29,ZQQ27,96.1200,yahoo
2025-01-29,ZQU26,96.1450,yahoo
2025-01-29,ZQU27,96.1200,yahoo
2025-01-29,ZQV26,96.1500,yahoo
2025-01-29,ZQV27,96.1150,yahoo
2025-01-29,ZQX26,96.1300,yahoo
2025-01-29,ZQX27,96.0950,yahoo
2025-01-29,ZQZ26,96.3500,yahoo
2025-01-29,ZQZ27,96.0750,yahoo
2025-01-30,ZQF27,96.3650,yahoo
2025-01-30,ZQF28,96.0900,yahoo
2025-01-30,ZQG27,96.3500,yahoo
2025-01-30,ZQG28,96.0750,yahoo
2025-01-30,ZQH27,96.3350,yahoo
2025-01-30,ZQJ27,96.2950,yahoo
2025-01-30,ZQK27,96.2700,yahoo
2025-01-30,ZQM27,96.2500,yahoo
2025-01-30,ZQN27,96.2300,yahoo
2025-01-30,ZQQ27,96.1500,yahoo
2025-01-30,ZQU26,96.1750,yahoo
2025-01-30,ZQU27,96.1500,yahoo
2025-01-30,ZQV26,96.1800,yahoo
2025-01-30,ZQV27,96.1450,yahoo
2025-01-30,ZQX26,96.1600,yahoo
2025-01-30,ZQX27,96.1250,yahoo
2025-01-30,ZQZ26,96.3800,yahoo
2025-01-30,ZQZ27,96.1050,yahoo
2025-01-31,ZQF27,96.2950,yahoo
2025-01-31,ZQF28,96.0200,yahoo
2025-01-31,ZQG27,96.2800,yahoo
2025-01-31,ZQG28,96.0050,yahoo
2025-01-31,ZQH27,96.2650,yahoo
2025-01-31,ZQJ27,96.2250,yahoo
2025-01-31,ZQK27,96.2000,yahoo
2025-01-31,ZQM27,96.1800,yahoo
2025-01-31,ZQN27,96.1600,yahoo
2025-01-31,ZQQ27,96.0800,yahoo
2025-01-31,ZQU26,96.1400,yahoo
2025-01-31,ZQU27,96.0800,yahoo
2025-01-31,ZQV26,96.1450,yahoo
2025-01-31,ZQV27,96.0750,yahoo
2025-01-31,ZQX26,96.1250,yahoo
2025-01-31,ZQX27,96.0550,yahoo
2025-01-31,ZQZ26,96.3100,yahoo
2025-01-31,ZQZ27,96.0350,yahoo
2025-02-03,ZQF27,96.2550,yahoo
2025-02-03,ZQF28,95.9800,yahoo
2025-02-03,ZQG27,96.2400,yahoo
2025-02-03,ZQG28,95.9650,yahoo
2025-02-03,ZQH27,96.2250,yahoo
2025-02-03,ZQJ27,96.1850,yahoo
2025-02-03,ZQK27,96.1600,yahoo
2025-02-03,ZQM27,96.1400,yahoo
2025-02-03,ZQN27,96.1200,yahoo
2025-02-03,ZQQ27,96.0400,yahoo
2025-02-03,ZQU26,96.1050,yahoo
2025-02-03,ZQU27,96.0400,yahoo
2025-02-03,ZQV26,96.1100,yahoo
2025-02-03,ZQV27,96.0350,yahoo
2025-02-03,ZQX26,96.0900,yahoo
2025-02-03,ZQX27,96.0150,yahoo
2025-02-03,ZQZ26,96.2700,yahoo
2025-02-03,ZQZ27,95.9950,yahoo
2025-02-04,ZQF27,96.3000,yahoo
2025-02-04,ZQF28,96.0250,yahoo
2025-02-04,ZQG27,96.2850,yahoo
2025-02-04,ZQG28,96.0100,yahoo
2025-02-04,ZQH27,96.2700,yahoo
2025-02-04,ZQJ27,96.2300,yahoo
2025-02-04,ZQK27,96.2050,yahoo
2025-02-04,ZQM27,96.1850,yahoo
2025-02-04,ZQN27,96.1650,yahoo
2025-02-04,ZQQ27,96.0850,yahoo
2025-02-04,ZQU26,96.1550,yahoo
2025-02-04,ZQU27,96.0850,yahoo
2025-02-04,ZQV26,96.1600,yahoo
2025-02-04,ZQV27,96.0800,yahoo
2025-02-04,ZQX26,96.1400,yahoo
2025-02-04,ZQX27,96.0600,yahoo
2025-02-04,ZQZ26,96.3150,yahoo
2025-02-04,ZQZ27,96.0400,yahoo
2025-02-05,ZQF27,96.3200,yahoo
2025-02-05,ZQF28,96.0450,yahoo
2025-02-05,ZQG27,96.3050,yahoo
2025-02-05,ZQG28,96.0300,yahoo
2025-02-05,ZQH27,96.2900,yahoo
2025-02-05,ZQJ27,96.2500,yahoo
2025-02-05,ZQK27,96.2250,yahoo
2025-02-05,ZQM27,96.2050,yahoo
2025-02-05,ZQN27,96.1850,yahoo
2025-02-05,ZQQ27,96.1050,yahoo
2025-02-05,ZQU26,96.1950,yahoo
2025-02-05,ZQU27,96.1050,yahoo
2025-02-05,ZQV26,96.2000,yahoo
2025-02-05,ZQV27,96.1000,yahoo
2025-02-05,ZQX26,96.1800,yahoo
2025-02-05,ZQX27,96.0800,yahoo
2025-02-05,ZQZ26,96.3350,yahoo
2025-02-05,ZQZ27,96.0600,yahoo
2025-02-06,ZQF27,96.2950,yahoo
2025-02-06,ZQF28,96.0200,yahoo
2025-02-06,ZQG27,96.2800,yahoo
2025-02-06,ZQG28,96.0050,yahoo
2025-02-06,ZQH27,96.2650,yahoo
2025-02-06,ZQJ27,96.2250,yahoo
2025-02-06,ZQK27,96.2000,yahoo
2025-02-06,ZQM27,96.1800,yahoo
2025-02-06,ZQN27,96.1600,yahoo
2025-02-06,ZQQ27,96.0800,yahoo
2025-02-06,ZQU26,96.1700,yahoo
2025-02-06,ZQU27,96.0800,yahoo
2025-02-06,ZQV26,96.1750,yahoo
2025-02-06,ZQV27,96.0750,yahoo
2025-02-06,ZQX26,96.1550,yahoo
2025-02-06,ZQX27,96.0550,yahoo
2025-02-06,ZQZ26,96.3100,yahoo
2025-02-06,ZQZ27,96.0350,yahoo
2025-02-07,ZQF27,96.2100,yahoo
2025-02-07,ZQF28,95.9350,yahoo
2025-02-07,ZQG27,96.1950,yahoo
2025-02-07,ZQG28,95.9200,yahoo
2025-02-07,ZQH27,96.1800,yahoo
2025-02-07,ZQJ27,96.1400,yahoo
2025-02-07,ZQK27,96.1150,yahoo
2025-02-07,ZQM27,96.0950,yahoo
2025-02-07,ZQN27,96.0750,yahoo
2025-02-07,ZQQ27,95.9950,yahoo
2025-02-07,ZQU26,96.0850,yahoo
2025-02-07,ZQU27,95.9950,yahoo
2025-02-07,ZQV26,96.0900,yahoo
2025-02-07,ZQV27,95.9900,yahoo
2025-02-07,ZQX26,96.0700,yahoo
2025-02-07,ZQX27,95.9700,yahoo
2025-02-07,ZQZ26,96.2250,yahoo
2025-02-07,ZQZ27,95.9500,yahoo
2025-02-10,ZQF27,96.2200,yahoo
2025-02-10,ZQF28,95.9450,yahoo
2025-02-10,ZQG27,96.2050,yahoo
2025-02-10,ZQG28,95.9300,yahoo
2025-02-10,ZQH27,96.1900,yahoo
2025-02-10,ZQJ27,96.1500,yahoo
2025-02-10,ZQK27,96.1250,yahoo
2025-02-10,ZQM27,96.1050,yahoo
2025-02-10,ZQN27,96.0850,yahoo
2025-02-10,ZQQ27,96.0050,yahoo
2025-02-10,ZQU26,96.0950,yahoo
2025-02-10,ZQU27,96.0050,yahoo
2025-02-10,ZQV26,96.1000,yahoo
2025-02-10,ZQV27,96.0000,yahoo
2025-02-10,ZQX26,96.0800,yahoo
2025-02-10,ZQX27,95.9800,yahoo
2025-02-10,ZQZ26,96.2350,yahoo
2025-02-10,ZQZ27,95.9600,yahoo
2025-02-11,ZQF27,96.1950,yahoo
2025-02-11,ZQF28,95.9200,yahoo
2025-02-11,ZQG27,96.1800,yahoo
2025-02-11,ZQG28,95.9050,yahoo
2025-02-11,ZQH27,96.1650,yahoo
2025-02-11,ZQJ27,96.1250,yahoo
2025-02-11,ZQK27,96.1000,yahoo
2025-02-11,ZQM27,96.0800,yahoo
2025-02-11,ZQN27,96.0600,yahoo
2025-02-11,ZQQ27,95.9800,yahoo
2025-02-11,ZQU26,96.0700,yahoo
2025-02-11,ZQU27,95.9800,yahoo
2025-02-11,ZQV26,96.0750,yahoo
2025-02-11,ZQV27,95.9750,yahoo
2025-02-11,ZQX26,96.0550,yahoo
2025-02-11,ZQX27,95.9550,yahoo
2025-02-11,ZQZ26,96.2100,yahoo
2025-02-11,ZQZ27,95.9350,yahoo
2025-02-12,ZQF27,96.1000,yahoo
2025-02-12,ZQF28,95.8250,yahoo
2025-02-12,ZQG27,96.0850,yahoo
2025-02-12,ZQG28,95.8100,yahoo
2025-02-12,ZQH27,96.0700,yahoo
2025-02-12,ZQJ27,96.0300,yahoo
2025-02-12,ZQK27,96.0050,yahoo
2025-02-12,ZQM27,95.9850,yahoo
2025-02-12,ZQN27,95.9650,yahoo
2025-02-12,ZQQ27,95.8850,yahoo
2025-02-12,ZQU26,95.9750,yahoo
2025-02-12,ZQU27,95.8850,yahoo
2025-02-12,ZQV26,95.9800,yahoo
2025-02-12,ZQV27,95.8800,yahoo
2025-02-12,ZQX26,95.9600,yahoo
2025-02-12,ZQX27,95.8600,yahoo
2025-02-12,ZQZ26,96.1150,yahoo
2025-02-12,ZQZ27,95.8400,yahoo
2025-02-13,ZQF27,96.1600,yahoo
2025-02-13,ZQF28,95.8850,yahoo
2025-02-13,ZQG27,96.1450,yahoo
2025-02-13,ZQG28,95.8700,yahoo
2025-02-13,ZQH27,96.1300,yahoo
2025-02-13,ZQJ27,96.0900,yahoo
2025-02-13,ZQK27,96.0650,yahoo
2025-02-13,ZQM27,96.0450,yahoo
2025-02-13,ZQN27,96.0250,yahoo
2025-02-13,ZQQ27,95.9450,yahoo
2025-02-13,ZQU26,96.0350,yahoo
2025-02-13,ZQU27,95.9450,yahoo
2025-02-13,ZQV26,96.0400,yahoo
2025-02-13,ZQV27,95.9400,yahoo
2025-02-13,ZQX26,96.0200,yahoo
2025-02-13,ZQX27,95.9200,yahoo
2025-02-13,ZQZ26,96.1750,yahoo
2025-02-13,ZQZ27,95.9000,yahoo
2025-02-14,ZQF27,96.2450,yahoo
2025-02-14,ZQF28,95.9700,yahoo
2025-02-14,ZQG27,96.2300,yahoo
2025-02-14,ZQG28,95.9550,yahoo
2025-02-14,ZQH27,96.2150,yahoo
2025-02-14,ZQJ27,96.1750,yahoo
2025-02-14,ZQK27,96.1500,yahoo
2025-02-14,ZQM27,96.1300,yahoo
2025-02-14,ZQN27,96.1100,yahoo
2025-02-14,ZQQ27,96.0300,yahoo
2025-02-14,ZQU26,96.1200,yahoo
2025-02-14,ZQU27,96.0300,yahoo
2025-02-14,ZQV26,96.1250,yahoo
2025-02-14,ZQV27,96.0250,yahoo
2025-02-14,ZQX26,96.1050,yahoo
2025-02-14,ZQX27,96.0050,yahoo
2025-02-14,ZQZ26,96.2600,yahoo
2025-02-14,ZQZ27,95.9850,yahoo
2025-02-18,ZQF27,96.2000,yahoo
2025-02-18,ZQF28,95.9250,yahoo
2025-02-18,ZQG27,96.1850,yahoo
2025-02-18,ZQG28,95.9100,yahoo
2025-02-18,ZQH27,96.1700,yahoo
2025-02-18,ZQJ27,96.1300,yahoo
2025-02-18,ZQK27,96.1050,yahoo
2025-02-18,ZQM27,96.0850,yahoo
2025-02-18,ZQN27,96.0650,yahoo
2025-02-18,ZQQ27,95.9850,yahoo
2025-02-18,ZQU26,96.0750,yahoo
2025-02-18,ZQU27,95.9850,yahoo
2025-02-18,ZQV26,96.0800,yahoo
2025-02-18,ZQV27,95.9800,yahoo
2025-02-18,ZQX26,96.0600,yahoo
2025-02-18,ZQX27,95.9600,yahoo
2025-02-18,ZQZ26,96.2150,yahoo
2025-02-18,ZQZ27,95.9400,yahoo
2025-02-19,ZQF27,96.2100,yahoo
2025-02-19,ZQF28,95.9350,yahoo
2025-02-19,ZQG27,96.1950,yahoo
2025-02-19,ZQG28,95.9200,yahoo
2025-02-19,ZQH27,96.1800,yahoo
2025-02-19,ZQJ27,96.1400,yahoo
2025-02-19,ZQK27,96.1150,yahoo
2025-02-19,ZQM27,96.0950,yahoo
2025-02-19,ZQN27,96.0750,yahoo
2025-02-19,ZQQ27,95.9950,yahoo
2025-02-19,ZQU26,96.0850,yahoo
2025-02-19,ZQU27,95.9950,yahoo
2025-02-19,ZQV26,96.0900,yahoo
2025-02-19,ZQV27,95.9900,yahoo
2025-02-19,ZQX26,96.0700,yahoo
2025-02-19,ZQX27,95.9700,yahoo
2025-02-19,ZQZ26,96.2250,yahoo
2025-02-19,ZQZ27,95.9500,yahoo
2025-02-20,ZQF27,96.2300,yahoo
2025-02-20,ZQF28,95.9550,yahoo
2025-02-20,ZQG27,96.2150,yahoo
2025-02-20,ZQG28,95.9400,yahoo
2025-02-20,ZQH27,96.2000,yahoo
2025-02-20,ZQJ27,96.1600,yahoo
2025-02-20,ZQK27,96.1350,yahoo
2025-02-20,ZQM27,96.1150,yahoo
2025-02-20,ZQN27,96.0950,yahoo
2025-02-20,ZQQ27,96.0150,yahoo
2025-02-20,ZQU26,96.1050,yahoo
2025-02-20,ZQU27,96.0150,yahoo
2025-02-20,ZQV26,96.1100,yahoo
2025-02-20,ZQV27,96.0100,yahoo
2025-02-20,ZQX26,96.0900,yahoo
2025-02-20,ZQX27,95.9900,yahoo
2025-02-20,ZQZ26,96.2450,yahoo
2025-02-20,ZQZ27,95.9700,yahoo
2025-02-21,ZQF27,96.3300,yahoo
2025-02-21,ZQF28,96.0550,yahoo
2025-02-21,ZQG27,96.3150,yahoo
2025-02-21,ZQG28,96.0400,yahoo
2025-02-21,ZQH27,96.3000,yahoo
2025-02-21,ZQJ27,96.2600,yahoo
2025-02-21,ZQK27,96.2350,yahoo
2025-02-21,ZQM27,96.2150,yahoo
2025-02-21,ZQN27,96.1950,yahoo
2025-02-21,ZQQ27,96.1150,yahoo
2025-02-21,ZQU26,96.2050,yahoo
2025-02-21,ZQU27,96.1150,yahoo
2025-02-21,ZQV26,96.2100,yahoo
2025-02-21,ZQV27,96.1100,yahoo
2025-02-21,ZQX26,96.1900,yahoo
2025-02-21,ZQX27,96.0900,yahoo
2025-02-21,ZQZ26,96.3450,yahoo
2025-02-21,ZQZ27,96.0700,yahoo
2025-02-24,ZQF27,96.3750,yahoo
2025-02-24,ZQF28,96.1000,yahoo
2025-02-24,ZQG27,96.3600,yahoo
2025-02-24,ZQG28,96.0850,yahoo
2025-02-24,ZQH27,96.3450,yahoo
2025-02-24,ZQJ27,96.3050,yahoo
2025-02-24,ZQK27,96.2800,yahoo
2025-02-24,ZQM27,96.2600,yahoo
2025-02-24,ZQN27,96.2400,yahoo
2025-02-24,ZQQ27,96.1600,yahoo
2025-02-24,ZQU26,96.2500,yahoo
2025-02-24,ZQU27,96.1600,yahoo
2025-02-24,ZQV26,96.2550,yahoo
2025-02-24,ZQV27,96.1550,yahoo
2025-02-24,ZQX26,96.2350,yahoo
2025-02-24,ZQX27,96.1350,yahoo
2025-02-24,ZQZ26,96.3900,yahoo
2025-02-24,ZQZ27,96.1150,yahoo
2025-02-25,ZQF27,96.4750,yahoo
2025-02-25,ZQF28,96.2000,yahoo
2025-02-25,ZQG27,96.4600,yahoo
2025-02-25,ZQG28,96.1850,yahoo
2025-02-25,ZQH27,96.4450,yahoo
2025-02-25,ZQJ27,96.4050,yahoo
2025-02-25,ZQK27,96.3800,yahoo
2025-02-25,ZQM27,96.3600,yahoo
2025-02-25,ZQN27,96.3400,yahoo
2025-02-25,ZQQ27,96.2600,yahoo
2025-02-25,ZQU26,96.3500,yahoo
2025-02-25,ZQU27,96.2600,yahoo
2025-02-25,ZQV26,96.3550,yahoo
2025-02-25,ZQV27,96.2550,yahoo
2025-02-25,ZQX26,96.3350,yahoo
2025-02-25,ZQX27,96.2350,yahoo
2025-02-25,ZQZ26,96.4900,yahoo
2025-02-25,ZQZ27,96.2150,yahoo
2025-02-26,ZQF27,96.5200,yahoo
2025-02-26,ZQF28,96.2450,yahoo
2025-02-26,ZQG27,96.5050,yahoo
2025-02-26,ZQG28,96.2300,yahoo
2025-02-26,ZQH27,96.4900,yahoo
2025-02-26,ZQJ27,96.4500,yahoo
2025-02-26,ZQK27,96.4250,yahoo
2025-02-26,ZQM27,96.4050,yahoo
2025-02-26,ZQN27,96.3850,yahoo
2025-02-26,ZQQ27,96.3050,yahoo
2025-02-26,ZQU26,96.3950,yahoo
2025-02-26,ZQU27,96.3050,yahoo
2025-02-26,ZQV26,96.4000,yahoo
2025-02-26,ZQV27,96.3000,yahoo
2025-02-26,ZQX26,96.3800,yahoo
2025-02-26,ZQX27,96.2800,yahoo
2025-02-26,ZQZ26,96.5350,yahoo
2025-02-26,ZQZ27,96.2600,yahoo
2025-02-27,ZQF27,96.5100,yahoo
2025-02-27,ZQF28,96.2350,yahoo
2025-02-27,ZQG27,96.4950,yahoo
2025-02-27,ZQG28,96.2200,yahoo
2025-02-27,ZQH27,96.4800,yahoo
2025-02-27,ZQJ27,96.4400,yahoo
2025-02-27,ZQK27,96.4150,yahoo
2025-02-27,ZQM27,96.3950,yahoo
2025-02-27,ZQN27,96.3750,yahoo
2025-02-27,ZQQ27,96.2950,yahoo
2025-02-27,ZQU26,96.3850,yahoo
2025-02-27,ZQU27,96.2950,yahoo
2025-02-27,ZQV26,96.3900,yahoo
2025-02-27,ZQV27,96.2900,yahoo
2025-02-27,ZQX26,96.3700,yahoo
2025-02-27,ZQX27,96.2700,yahoo
2025-02-27,ZQZ26,96.5250,yahoo
2025-02-27,ZQZ27,96.2500,yahoo
2025-02-28,ZQF27,96.6200,yahoo
2025-02-28,ZQF28,96.3450,yahoo
2025-02-28,ZQG27,96.6050,yahoo
2025-02-28,ZQG28,96.3300,yahoo
2025-02-28,ZQH27,96.5900,yahoo
2025-02-28,ZQJ27,96.5500,yahoo
2025-02-28,ZQK27,96.5250,yahoo
2025-02-28,ZQM27,96.5050,yahoo
2025-02-28,ZQN27,96.4850,yahoo
2025-02-28,ZQQ27,96.4050,yahoo
2025-02-28,ZQU26,96.4950,yahoo
2025-02-28,ZQU27,96.4050,yahoo
2025-02-28,ZQV26,96.5000,yahoo
2025-02-28,ZQV27,96.4000,yahoo
2025-02-28,ZQX26,96.4800,yahoo
2025-02-28,ZQX27,96.3800,yahoo
2025-02-28,ZQZ26,96.6350,yahoo
2025-02-28,ZQZ27,96.3600,yahoo
2025-03-03,ZQF27,96.6250,yahoo
2025-03-03,ZQF28,96.3500,yahoo
2025-03-03,ZQG27,96.6100,yahoo
2025-03-03,ZQG28,96.3350,yahoo
2025-03-03,ZQH27,96.5950,yahoo
2025-03-03,ZQJ27,96.5550,yahoo
2025-03-03,ZQK27,96.5300,yahoo
2025-03-03,ZQM27,96.5100,yahoo
2025-03-03,ZQN27,96.4900,yahoo
2025-03-03,ZQQ27,96.4100,yahoo
2025-03-03,ZQU26,96.5000,yahoo
2025-03-03,ZQU27,96.4100,yahoo
2025-03-03,ZQV26,96.5050,yahoo
2025-03-03,ZQV27,96.4050,yahoo
2025-03-03,ZQX26,96.4850,yahoo
2025-03-03,ZQX27,96.3850,yahoo
2025-03-03,ZQZ26,96.6400,yahoo
2025-03-03,ZQZ27,96.3650,yahoo
2025-03-04,ZQF27,96.6600,yahoo
2025-03-04,ZQF28,96.3850,yahoo
2025-03-04,ZQG27,96.6450,yahoo
2025-03-04,ZQG28,96.3700,yahoo
2025-03-04,ZQH27,96.6300,yahoo
2025-03-04,ZQJ27,96.5900,yahoo
2025-03-04,ZQK27,96.5650,yahoo
2025-03-04,ZQM27,96.5450,yahoo
2025-03-04,ZQN27,96.5250,yahoo
2025-03-04,ZQQ27,96.4450,yahoo
2025-03-04,ZQU26,96.5350,yahoo
2025-03-04,ZQU27,96.4450,yahoo
2025-03-04,ZQV26,96.5400,yahoo
2025-03-04,ZQV27,96.4400,yahoo
2025-03-04,ZQX26,96.5200,yahoo
2025-03-04,ZQX27,96.4200,yahoo
2025-03-04,ZQZ26,96.6750,yahoo
2025-03-04,ZQZ27,96.4000,yahoo
2025-03-05,ZQF27,96.6250,yahoo
2025-03-05,ZQF28,96.3500,yahoo
2025-03-05,ZQG27,96.6100,yahoo
2025-03-05,ZQG28,96.3350,yahoo
2025-03-05,ZQH27,96.5950,yahoo
2025-03-05,ZQJ27,96.5550,yahoo
2025-03-05,ZQK27,96.5300,yahoo
2025-03-05,ZQM27,96.5100,yahoo
2025-03-05,ZQN27,96.4900,yahoo
2025-03-05,ZQQ27,96.4100,yahoo
2025-03-05,ZQU26,96.5000,yahoo
2025-03-05,ZQU27,96.4100,yahoo
2025-03-05,ZQV26,96.5050,yahoo
2025-03-05,ZQV27,96.4050,yahoo
2025-03-05,ZQX26,96.4850,yahoo
2025-03-05,ZQX27,96.3850,yahoo
2025-03-05,ZQZ26,96.6400,yahoo
2025-03-05,ZQZ27,96.3650,yahoo
2025-03-06,ZQF27,96.6500,yahoo
2025-03-06,ZQF28,96.3750,yahoo
2025-03-06,ZQG27,96.6350,yahoo
2025-03-06,ZQG28,96.3600,yahoo
2025-03-06,ZQH27,96.6200,yahoo
2025-03-06,ZQJ27,96.5800,yahoo
2025-03-06,ZQK27,96.5550,yahoo
2025-03-06,ZQM27,96.5350,yahoo
2025-03-06,ZQN27,96.5150,yahoo
2025-03-06,ZQQ27,96.4350,yahoo
2025-03-06,ZQU26,96.5250,yahoo
2025-03-06,ZQU27,96.4350,yahoo
2025-03-06,ZQV26,96.5300,yahoo
2025-03-06,ZQV27,96.4300,yahoo
2025-03-06,ZQX26,96.5100,yahoo
2025-03-06,ZQX27,96.4100,yahoo
2025-03-06,ZQZ26,96.6650,yahoo
2025-03-06,ZQZ27,96.3900,yahoo
2025-03-07,ZQF27,96.6050,yahoo
2025-03-07,ZQF28,96.3300,yahoo
2025-03-07,ZQG27,96.5900,yahoo
2025-03-07,ZQG28,96.3150,yahoo
2025-03-07,ZQH27,96.5750,yahoo
2025-03-07,ZQJ27,96.5350,yahoo
2025-03-07,ZQK27,96.5100,yahoo
2025-03-07,ZQM27,96.4900,yahoo
2025-03-07,ZQN27,96.4700,yahoo
2025-03-07,ZQQ27,96.3900,yahoo
2025-03-07,ZQU26,96.4800,yahoo
2025-03-07,ZQU27,96.3900,yahoo
2025-03-07,ZQV26,96.4850,yahoo
2025-03-07,ZQV27,96.3850,yahoo
2025-03-07,ZQX26,96.4650,yahoo
2025-03-07,ZQX27,96.3650,yahoo
2025-03-07,ZQZ26,96.6200,yahoo
2025-03-07,ZQZ27,96.3450,yahoo
2025-03-10,ZQF27,96.7400,yahoo
2025-03-10,ZQF28,96.4650,yahoo
2025-03-10,ZQG27,96.7250,yahoo
2025-03-10,ZQG28,96.4500,yahoo
2025-03-10,ZQH27,96.7100,yahoo
2025-03-10,ZQJ27,96.6700,yahoo
2025-03-10,ZQK27,96.6450,yahoo
2025-03-10,ZQM27,96.6250,yahoo
2025-03-10,ZQN27,96.6050,yahoo
2025-03-10,ZQQ27,96.5250,yahoo
2025-03-10,ZQU26,96.6150,yahoo
2025-03-10,ZQU27,96.5250,yahoo
2025-03-10,ZQV26,96.6200,yahoo
2025-03-10,ZQV27,96.5200,yahoo
2025-03-10,ZQX26,96.6000,yahoo
2025-03-10,ZQX27,96.5000,yahoo
2025-03-10,ZQZ26,96.7550,yahoo
2025-03-10,ZQZ27,96.4800,yahoo
2025-03-11,ZQF27,96.6950,yahoo
2025-03-11,ZQF28,96.4200,yahoo
2025-03-11,ZQG27,96.6800,yahoo
2025-03-11,ZQG28,96.4050,yahoo
2025-03-11,ZQH27,96.6650,yahoo
2025-03-11,ZQJ27,96.6250,yahoo
2025-03-11,ZQK27,96.6000,yahoo
2025-03-11,ZQM27,96.5800,yahoo
2025-03-11,ZQN27,96.5600,yahoo
2025-03-11,ZQQ27,96.4800,yahoo
2025-03-11,ZQU26,96.5700,yahoo
2025-03-11,ZQU27,96.4800,yahoo
2025-03-11,ZQV26,96.5750,yahoo
2025-03-11,ZQV27,96.4750,yahoo
2025-03-11,ZQX26,96.5550,yahoo
2025-03-11,ZQX27,96.4550,yahoo
2025-03-11,ZQZ26,96.7100,yahoo
2025-03-11,ZQZ27,96.4350,yahoo
2025-03-12,ZQF27,96.6250,yahoo
2025-03-12,ZQF28,96.3500,yahoo
2025-03-12,ZQG27,96.6100,yahoo
2025-03-12,ZQG28,96.3350,yahoo
2025-03-12,ZQH27,96.5950,yahoo
2025-03-12,ZQJ27,96.5550,yahoo
2025-03-12,ZQK27,96.5300,yahoo
2025-03-12,ZQM27,96.5100,yahoo
2025-03-12,ZQN27,96.4900,yahoo
2025-03-12,ZQQ27,96.4100,yahoo
2025-03-12,ZQU26,96.5000,yahoo
2025-03-12,ZQU27,96.4100,yahoo
2025-03-12,ZQV26,96.5050,yahoo
2025-03-12,ZQV27,96.4050,yahoo
2025-03-12,ZQX26,96.4850,yahoo
2025-03-12,ZQX27,96.3850,yahoo
2025-03-12,ZQZ26,96.6400,yahoo
2025-03-12,ZQZ27,96.3650,yahoo
2025-03-13,ZQF27,96.6600,yahoo
2025-03-13,ZQF28,96.3850,yahoo
2025-03-13,ZQG27,96.6450,yahoo
2025-03-13,ZQG28,96.3700,yahoo
2025-03-13,ZQH27,96.6300,yahoo
2025-03-13,ZQJ27,96.5900,yahoo
2025-03-13,ZQK27,96.5650,yahoo
2025-03-13,ZQM27,96.5450,yahoo
2025-03-13,ZQN27,96.5250,yahoo
2025-03-13,ZQQ27,96.4450,yahoo
2025-03-13,ZQU26,96.5350,yahoo
2025-03-13,ZQU27,96.4450,yahoo
2025-03-13,ZQV26,96.5400,yahoo
2025-03-13,ZQV27,96.4400,yahoo
2025-03-13,ZQX26,96.5200,yahoo
2025-03-13,ZQX27,96.4200,yahoo
2025-03-13,ZQZ26,96.6750,yahoo
2025-03-13,ZQZ27,96.4000,yahoo
2025-03-14,ZQF27,96.5800,yahoo
2025-03-14,ZQF28,96.3050,yahoo
2025-03-14,ZQG27,96.5650,yahoo
2025-03-14,ZQG28,96.2900,yahoo
2025-03-14,ZQH27,96.5500,yahoo
2025-03-14,ZQJ27,96.5100,yahoo
2025-03-14,ZQK27,96.4850,yahoo
2025-03-14,ZQM27,96.4650,yahoo
2025-03-14,ZQN27,96.4450,yahoo
2025-03-14,ZQQ27,96.3650,yahoo
2025-03-14,ZQU26,96.4550,yahoo
2025-03-14,ZQU27,96.3650,yahoo
2025-03-14,ZQV26,96.4600,yahoo
2025-03-14,ZQV27,96.3600,yahoo
2025-03-14,ZQX26,96.4400,yahoo
2025-03-14,ZQX27,96.3400,yahoo
2025-03-14,ZQZ26,96.5950,yahoo
2025-03-14,ZQZ27,96.3200,yahoo
2025-03-17,ZQF27,96.5350,yahoo
2025-03-17,ZQF28,96.2600,yahoo
2025-03-17,ZQG27,96.5200,yahoo
2025-03-17,ZQG28,96.2450,yahoo
2025-03-17,ZQH27,96.5050,yahoo
2025-03-17,ZQJ27,96.4650,yahoo
2025-03-17,ZQK27,96.4400,yahoo
2025-03-17,ZQM27,96.4200,yahoo
2025-03-17,ZQN27,96.4000,yahoo
2025-03-17,ZQQ27,96.3200,yahoo
2025-03-17,ZQU26,96.4100,yahoo
2025-03-17,ZQU27,96.3200,yahoo
2025-03-17,ZQV26,96.4150,yahoo
2025-03-17,ZQV27,96.3150,yahoo
2025-03-17,ZQX26,96.3950,yahoo
2025-03-17,ZQX27,96.2950,yahoo
2025-03-17,ZQZ26,96.5500,yahoo
2025-03-17,ZQZ27,96.2750,yahoo
2025-03-18,ZQF27,96.5550,yahoo
2025-03-18,ZQF28,96.2800,yahoo
2025-03-18,ZQG27,96.5400,yahoo
